File Name,File Count,Non-Replace,Replace
AUC_EM_B457036_L402_G2_Zenith_Plus__20.10.2023.txtt,4
AUC_EM_B465523_L301_G1_Vetta__20.10.2023.txtt,12
AUC_EM_B465523_L301_G2_Vetta__20.10.2023.txtt,11
AUC_PP_B457036_L402_G2_Zenith_Plus_EM20.10.2023.txtt,3
AUC_PP_B465523_L301_G1_Vetta_EM20.10.2023.txtt,3
